Episode,market_share_predict
Le 5 à 7,0.8
Hockey 360,0.7
L'Antichambre,0.7
Tennis ATP Tour,0.3
Sports 30 18h-24h,0.6
Sports 30 18h-24h,0.6
Soccer En route vers ...,2.2
Le Show de Moto,0.1
Auto Championnat du Monde de Rallycross,1.5
Régates,0.7
Buzz,3.2
Buzz,3.2
Coup de foudre,4.7
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,0
Coup de foudre,0
Coup de foudre,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,0.5
CinéPlus,4.4
Heure limite,1
Heure limite,0
Buzz,0
Buzz,0
CinéPlus,4.4
Buzz,1.3
Buzz,1.3
Scream Queens: terreur sur le campus,0.7
CinéPlus,1.4
Buzz,1.2
Buzz,3.2
Scream Queens: terreur sur le campus,0.1
Le bachelor - Nouvelle-Zélande,0.7
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,0.3
ROTATION COMP3 2A-2A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,0.3
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,2.2
MATIN 5AM-12P,0.8
APRES-MIDI 12P-7P,0.2
SOIREE1 7P-1A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,2.2
L'Antichambre,0.8
Le 5 à 7,1.3
Hockey 360,0.6
L'Antichambre,0.8
Hockey 360,0.6
Auto drag de rue,2.7
Hockey 360,0.6
Auto drag de rue,2.7
Tennis ATP Tour,0.1
HockeyQc.ca,0.3
Hockey Confrontations,2.3
Tennis ATP Tour,7.3
Cyclisme UCI,1.3
Boxe,2.9
UFC Les Galas de l'UFC,2
Séries hommes forts,0.8
Sports 30 18h-24h,15.4
Le 5 à 7,1.3
Hockey 360,2
TVA NOUVELLES (22h),7.2
LE QUÉBEC MATIN,15.5
MARIO DUMONT,4.1
TVA NOUVELLES (12h - LV),5.7
100% NOUVELLES,8
LA JOUTE,5.5
TVA NOUVELLES (17h),1.8
TVA NOUVELLES (18h - LV),1.8
TVA NOUVELLES (18h - LV),1.8
DENIS LÉVESQUE,4.7
LCN/MAINTENANT,4.8
LCN/MAINTENANT,4.8
DENIS LÉVESQUE,4.7
TVA NOUVELLES (22h),1.7
MARIO DUMONT,0.7
LA JOUTE,1
TVA NOUVELLES (22h),0.3
On n'est pas couché,1.7
Mixeur,3.3
Complément de programme,4.2
Hommage national aux deux militaires français,4.6
Télématin,1.6
Journal Belge,0.4
Foot!,2.7
Des camions et des hommes,5
Profilage,1.5
Ça commence aujourd'hui,9
64' Le monde en Français,2.8
Complément de programme,5.5
Clem,3.4
Classe à part,1.6
Journal Suisse,0.7
Des chiffres et des lettres,0.7
Un si grand soleil,0.9
Plus belle la vie,0.9
Tout le monde veut prendre sa place,0.3
Questions pour un champion,5.5
Journal de France 2,5.2
Complément de programme,5.5
Chiens et chats sans collier,1.6
Partir autrement en famille,5.5
Les Princes à Calcutta,5.5
Le sexe autour du monde,2.3
Tandem,2.8
TV5 le journal,2.7
C à dire?!,7.2
Journal Afrique,7.5
C à vous,7.5
Clem,16.9
Mon cinéma,3.4
Mariages sur mesure,3.4
Catastrophe,2.7
"Ouvrez, on ne sait jamais! (Co.)",5.7
Me connais-tu?,3.4
Cuisiné avec amour,2.7
Bye-Bye Maison!,2.7
Propriétaire et prospère au chalet,3.4
Espaces maximisés (M),2.7
Espaces maximisés (M),0.2
Espaces maximisés (M),0.2
Espaces maximisés (M),0.2
Flashpoint,2.4
Donnez au suivant,1
Mini-maisons recherchées,2.2
Faites-nous la cour,2.2
Cheerleaders de compétition,2.6
Un p'tit gâteau à la fois,2.9
Design V.I.P.,2
Mon cinéma,3
C'est quoi ton plan?,1.5
Propriétaire et prospère au chalet,2.4
Les gratteux,2.4
Projection Privée,1.1
Dans les coulisses des urgences,2.4
Donnez au suivant,0.6
Maison jackpot,2.3
Faites-nous la cour,1.6
Pas le choix de rénover : les coulisses,1.6
Pas le choix de rénover : les coulisses,1.6
Des idées de grandeur dans ma cour (M),1.6
Des idées de grandeur dans ma cour (M),1
Des idées de grandeur dans ma cour (M),1
Des idées de grandeur dans ma cour (M),1
Flashpoint,1.1
Mon cinéma,1.5
Pékin Express (11 ),0
Splendides hôtels : les coulisses du luxe,1.3
TRÉSORS DES PIRATES DES CARAIBES,1.3
Xtrême adrénaline,0
Regarde le monde,0.1
Des routes et nous au Québec (2),0
DIRECTION LA MER,0
Des trains pas comme les autres (8),0
Les Vacances de Monsieur Bruno (2),0.8
Lydiane autour du monde,0.8
Hôtel Inspector,1.9
Top 10 insolite,0.7
Hôtels eXtrêmes,0.7
HÔTEL DE LUXE,0.4
Maraton Man,0.4
Tout un festival,0.7
PARCS AQUATIQUES DE L' EXTRÊME,0.7
PARCS AQUATIQUES DE L' EXTRÊME (2),0.7
Bienvenue au camping,0.8
Un couple contre la nature (2),0.4
Mordu de la pêche (7),1.8
La mer noire,0.2
Trésors vus du ciel (2 & 3),1.1
"Josh Gates, traqueur de mystères (3)",2.3
Un couple contre la nature (2),1.7
Mordu de la pêche (7),0.6
La preuve manquante,2.8
Belles ordures,4.6
Les dieux du ciel,4.6
L’enfer des profondeurs,2.8
La malédiction d'Oak Island,4.1
La malédiction d'Oak Island,0.4
Nos ancêtres les extraterrestres,1
Trésors décodés,1.2
Enquêteur du paranormal,1.3
Enquêteur du paranormal,0.8
Les montagnards,0.4
Les montagnards,2.5
Les montagnards,2.5
L’enfer des profondeurs,1.5
La malédiction d'Oak Island,2.5
La malédiction d'Oak Island,2.5
Nos ancêtres les extraterrestres,0.1
Trésors décodés,2.2
Enquêteur du paranormal,1.1
Enquêteur du paranormal,1.1
La preuve manquante,0.8
La preuve manquante,0.9
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,5.7
Pawn Stars: prêteurs sur gages,2.6
Pawn Stars: prêteurs sur gages,2.6
Pawn Stars: prêteurs sur gages,2.6
Pawn Stars: prêteurs sur gages,2.6
CinéMAX,0.6
911,0
911,2.2
911,6.5
Un souper presque parfait,6.5
Un souper presque parfait,6.5
Un souper presque parfait,6.5
Un souper presque parfait,1
Un souper presque parfait,1
CinéMAX,0.4
X-Files: aux frontières du réel,1
La loi et l'ordre: crimes sexuels,1.3
Bones,0.1
Bones,0.1
Bones,0.1
Bones,0.1
Bones,0.1
La loi et l'ordre: crimes sexuels,1.1
Dr House,0.2
Le mentaliste,0.2
CinéMAX,0.2
Orange Is the New Black,0.3
Dr House,0.1
The Girlfriend Experience,1
The Girlfriend Experience,1
Les meilleures choses,1
Les meilleures choses,1
Téléjournal 02h sem,2.2
Téléjournal 02h30 sm,2.2
Téléjournal nuit sem,2.2
Téléjournal nuit sem,2.2
Téléjournal 04h00 sem,2.2
Téléjournal 04h30 sem,0
RDI matin 05h00 sem,0
RDI matin 05h30 sem,0.1
RDI matin 06h00 sem,0
RDI matin 06h30 sem,0.1
RDI matin 07h00 sem,0.1
RDI matin 07h30 sem,0.1
RDI matin 08h00 sem,0.6
RDI matin 08h30 sem,0.6
RDI matin 09h00 sem,0.6
L'info 09h30 sem,0.1
SP Reprise des consultations sur la laïcité,0.2
L'info 10h00 sem,0.1
L'info 10h30 sem,0.1
L'info 11h00 sem,0.1
Isabelle Richer,0.5
Téléjournal midi,1.8
Les ex 12h30,0.3
L'info 13h30 sem,1
L'info 14h00 sem,0.2
SP Pér quest Ass nat,1.8
L'info 14h00 sem,0.3
SP Pér quest Ch comm,1.8
L'info 14h00 sem,0.6
L'info 14h30 sem,0.6
L'info 15h00 sem,0.3
SP Consultations sur la laïcité : pdp de Valérie Plante,0.6
L'info 15h30 sem,0.3
SP Laïcité : témoignage de Valérie Plante,0.6
Mordus de politique,0.3
En direct avec Patrice Roy,0
"National, Le",1.4
RDI économie 18h30,1.4
24 heures en 60 min,1.3
Grands reportages,0.7
Téléjournal 21h sem,0.6
Téléjournal 21h30 sm,0.6
Mordus de politique,0.3
"National, Le",0
"National, Le",2.2
24 heures en 60 min,1.5
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
La loi & l'ordre : crimes sexuels,16.9
NCIS,0.2
Soupçon de magie,0.2
La Firme,0.2
Mousquetaires,0.2
Heartland,0.2
Détectives privés,0.2
NCIS,0.2
Rizzoli & Isles,0.4
Scandale,2.4
Hawaii 5-0,2.4
NCIS: Nouvelle-Orléans,2.4
La loi & l'ordre : crimes sexuels,2.4
Une femme exemplaire,2.4
NCIS: Los Angeles,2.4
Quantico,1.3
La loi & l'ordre : crimes sexuels,1.3
Crimes majeurs,0.1
La loi & l'ordre : crimes sexuels,0.1
Élémentaire,0.5
Hawaii 5-0,1.1
Scandale,8.3
Blue Bloods,8.2
Crimes majeurs,16.9
Cameron Black: L'Illusionniste,4.3
Les pires chauffards québécois,3.5
"Le Carol, bar de danseuses",0.2
Beachclub,0.3
South Park,3.9
South Park,3.9
Remorquage à South Beach,0
Remorquage à South Beach,0
Comment c'est fait,0
Direct dans l'net,0
Expédition extrême,0
Expédition extrême,0
Les pires chauffards québécois,0
Face Off,0
Remorquage à South Beach,0
Remorquage à South Beach,0
Cameron Black: L'Illusionniste,0.5
American Chopper,0.5
Diesel Brothers V.F.,0.5
Les rois du drag (M),0.1
Les rois du drag (M),0
Les rois du drag (M),0.1
Les rois du drag (M),0
Face Off,0
Péril en haute mer,0
Vikings,0.7
Les vrais vikings,0
Silicon Valley,0
Silicon Valley,0
South Park,0.6
South Park,0.6
"Le Carol, bar de danseuses",0.1
Beachclub,0.3
Family Guy,0.1
Archer,0.1
Le Tom Et Jerry Show,0.1
Bugs et les Looney Tunes,1.1
Bugs et les Looney Tunes,1.1
Bunnicula,1.1
Bunnicula,1.1
Lego Nexo Knights,0.1
Ben 10,1.1
Ben 10,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Toon Marty,0.1
Boni,0
Frankie et les ZhuZhu Pets,0
Boni,2.1
Bugs et les Looney Tunes,2.1
Bugs et les Looney Tunes,2.1
Ben 10,0
Ben 10,2.1
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.1
Les Fous Du Volant,2.1
Les Fous Du Volant,0
Teen Titans Go!,2.1
Teen Titans Go!,3.3
Teen Titans GO!,3.3
Teen Titans Go!,0.4
Mysticons,0.4
Chop Chop Ninja,2.2
Le Tom Et Jerry Show,1.6
Les 3 Amigonautes,0.3
Winston et Dudley Ding Dong,3.1
Frankie et les ZhuZhu Pets,0.3
Hotel Transylvania,1.6
Il pleut des hamburgers,1.1
Unikitty,3.3
Unikitty,3.3
Bunnicula,1.1
Bunnicula,0
Les Fous Du Volant,0
Les Fous Du Volant,0
Bugs et les Looney Tunes,0
Bugs et les Looney Tunes,0
Chop Chop Ninja,0.1
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",0.4
Ben 10,0.5
Ben 10,0.5
Mysticons,0.4
LEGO Nexo Knights,0.1
Unikitty,3.3
Unikitty,3.3
Les Simpson,0.2
Teen Titans GO!,3.3
Teen Titans GO!,3.3
Teen Titans Go!,3.3
Teen Titans Go!,3.3
Bravest Warriors,2.5
Au pays des Têtes à claques,2.5
Faut pas rêver!,2.5
Les Simpson,3.4
Family Guy,1.1
Archer,1.1
Les Grandes Gueules s’animent!,0.9
Les Simpson,1.1
Robot Chicken,0.6
Robot Chicken,1.6
Family Guy,0.1
Archer,0.1
Les Grandes Gueules s’animent!,0.1
Robot Chicken,1.1
Robot Chicken,1.1
Hommes des bois,11.1
MAYDAY,12.5
Ultime machine,12.5
Un tueur si proche,12.5
Étrange météo : Le ciel nous est tombé sur la tête,5.8
Grange aux trésors,0.2
Destination cauchemar,0.2
MAYDAY,2.2
Dans l'ombre des Shafia,1
Accident de star,2.6
Célèbres et fauchés,4
Douanes sous haute surveillance,4
Douanes sous haute surveillance,4
Un tueur si proche,2.4
Tanked V.F.,4
Australie: la ruée vers l'or,1.5
MAYDAY,2.4
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),2.1
Cauchemar sur l'autoroute,2.1
Les rois de la ferraille,2.1
Routiers de l'Outback,1.3
SOS Infestation,2.8
SOS Infestation,2.4
Michel Barrette : Faut j'te raconte,7.1
Grange aux trésors,1.5
Fort comme un roc,1.5
Backstage : Les coulisses du succès,0.3
Le temps des vacances !,0
Arrange-toi avec ça,0.3
Le Studio,0
Med,0.1
Mom V.F.,0.1
La vie malgré tout,0
Smallville,0
Diva de l'au-delà,0.5
Friends (M),0
Friends (M),0
Mom V.F.,0.1
2 filles fauchées,0.3
Les Frères Scott,0.1
Jane l'Immaculée (M),0.2
Jane l'Immaculée (M),0
Med,0.1
Code F.,0
2 filles fauchées,0
The Big Bang Theory,0
Friends (M),0
Friends (M),0
Danse ta vie,0
Code All Stars,0
Code G.,0
Diva de l'au-delà,0
Flashpoint,0
Sur la route des jardins,3.6
Qu'est-ce qu'on sauve ?,3.6
Complément de programme,1.1
Garde-manger,10.8
Complément de programme,1.1
Radio Enfer,0
Watatatow,2.6
Complément de programme,0.1
Émissions jeunesse AM 1,2.5
Radio Enfer,0.2
Watatatow,5.8
Tactik,5.8
Tactik,5.8
Garde-manger,1.6
Vu de l'intérieur,0.1
Histoires de chars,1.1
Tournée générale,0.8
Bizarroscope,0.1
Cochon dingue,0.1
Émissions jeunesse PM 1,0.7
Radio Enfer,0.4
Complément de programme,0.9
Watatatow,3.9
Cochon dingue,0.5
Comment devenir adulte,2.5
Un vrai selfie,0.5
De par chez nous,2.5
Cinéma,1.1
Complément de programme,1.1
Court métrage,1.1
Court métrage,1.1
Court métrage,0.8
Court métrage,0.8
D'un rire à l'autre,2.4
Trait d'humour,2.6
Complément de programme,0.7
Vu de l'intérieur,0
Fou des oiseaux,0.1
Lumière sur…,1.1
Cinéma #1,0.3
5 degrés,0
Mission X,0.8
Cormoran,1.5
Cormoran,1.5
Blanche,0.3
Lumière sur…,0.1
Karaoké (spectacle),1.3
Cormoran,1.5
Cormoran,1.5
Downton Abbey,1.8
Blanche,2.1
Blanche,2.1
Cormoran,1.8
Cormoran,1.8
Quelle famille,1.7
The White Princess,1.7
The White Princess,1.7
Intermède,0.2
Témoin indésirable,1.7
Victoria,2
Grandes entrevues,0.9
"Boîte à musique, La",0
V - Bonne nuit,10.7
NVL,10.7
Moment V,10.7
Moment V,10.7
NVL en bref,16
Moment V,14.7
NVL en bref,16
Moment V,14.7
NVL en bref,16
Infopublicité,14.7
Infopublicité,14.7
CSI : Miami - Les experts,12.3
La guerre des clans,18
Ciné V,13
Ciné V,13.3
Les Simpson,6
Les Simpson,8.4
La guerre des clans,8.4
Un souper presque parfait,14
Un souper presque parfait,14
Rire et délire,8.4
Rire et délire,8.4
Pompiers: la relève,8.4
Ces gars-là,14.3
Taxi payant,11.8
APB: alerte d'urgence,15.7
Rire et délire,13.3
911,14.3
NVL,13.3
Moment V,12.4
Moment V,12.4
Mordus de politique,10.8
24h en 60 minutes,7.9
Prog RDI sem,8
Jack,5.5
Jack,5.5
Boule et Bill,12.6
Kate et Mim-Mim,7.4
Monsieur Bonhomme,10.3
Super Wings,9.4
Trullalleri,9.4
"Chi, une vie de chat",5.9
Ranger Rob,9.4
Ranger Rob,1.7
Jungle en délire,1.5
Boule et Bill 3D,1.5
Explique-moi ça,1.5
M. Magoo,1.5
M. Magoo,1.5
Arthur et les enfants de la table ronde,1.5
Dessinatruc!,1.4
Par ici la magie,1.3
1001 nuits,1.5
Les aventures de Bakko et Gante,1.4
Peanuts,1.3
Jack,1.4
Noterythme,1.3
Annedroïdes,7.3
Léon,0.9
En direct Ici... prog loc,3
RDI matin,4.2
Marina Orsini,5
Ricardo,5.1
Des squelettes dans le placard,5.1
Téléjournal midi,5.1
Mémorable,15.5
Bonsoir bonsoir,15.5
Virginie,10.7
Virginie,10.7
Mémoires vives,10.7
Entrée principale,7.1
Mémorable,7
Téléjournal 18h,5
Téléjournal 18h30,5
Des squelettes dans le placard,7
L'Épicerie,6.9
Dans l'oeil du dragon,16.6
Bonsoir bonsoir,15.4
Téléjournal 22h00,15.4
Téléjournal 22h30,17
Sports express,13.1
Grantchester,10.4
Candice Renoir,9.8
Mordus de politique,6.5
DOUBLE CINÉ-LUNE,8.7
DOUBLE CINÉ-LUNE,6.4
TVA NOUVELLES (NUIT - LV),13
LA VICTOIRE DE L'AMOUR,5.2
LA VICTOIRE DE L'AMOUR,16.4
LE QUÉBEC MATIN,1.4
SALUT BONJOUR,2.5
DEUX FILLES LE MATIN,4.6
LE TRICHEUR,5.1
MARIO DUMONT,5.1
TVA NOUVELLES (12H - LV),5.1
PAUSE CINÉMA,10.7
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,10.7
TOP MODÈLES,5
TVA NOUVELLES (17H),5
TVA NOUVELLES (18H - LV),5
LE TRICHEUR,7
LA POULE AUX OEUFS D'OR,7
BOOMERANG,11.8
LA RECRUE,16.6
FUGUEUSE,15.4
TVA NOUVELLES (22h),15.4
DENIS LÉVESQUE,17.3
DOUBLE CINÉ-LUNE,11.8
DOUBLE CINÉ-LUNE,13.2
Curieux Bégin,0
Génial!,2.3
Un chef à la cabane,0.4
Point Doc,0.2
Chaplin,15
Chaplin,4.8
Chaplin,4.8
Zou,0
Pierre Lapin,0.2
Simon,0
"Petit Prince, Le",0.2
Shaun le mouton - capsules,0
Cochon dingue,0.2
Robin des Bois,0
Vic le viking,0.2
Grizzy et les lemmings,0.2
"As de la Jungle, Les",0.2
"As de la Jungle, Les",0.2
Passe-Partout,0.2
Robocar Poli,0.2
Robocar Poli,0.2
Top Wing - toutes ailes dehors,0.2
"Tribu Monchhichi, La",0.2
"Pat'Patrouille, La",0.2
"Famille Blaireau-Renard, La",0.2
Peg + Chat,0.2
Petit Ours Brun,0.2
Ping et ses amis,0.2
"Little People, Grandes découvertes",0.2
"Légendes de Tatonka, Les",0.4
Yakari,0.3
"Chouette & Cie, La",0.1
"Frères Kratt, Les",0
Cochon dingue,2
Génial!,2
Banc public,2
Un chef à la cabane,0
Curieux Bégin,0.1
"Frères Kratt, Les",0.3
Roi Julian! L'élu des lémurs,0.3
ALVINNN!!! et Les Chipmunks,0.3
ALVINNN!!! et Les Chipmunks,0.3
Robin des Bois,0.3
Vic le viking,0.3
Grizzy et les Lemmings,0.3
"Aventures du Chat Potté, Les",0.3
Salmigondis,0.3
Passe-Partout,0.3
Cochon dingue,0.3
Conseils de famille,0.3
Génial!,0.3
Point Doc,0.2
Cinéma,7.6
Un chef à la cabane,0.1
Génial!,1.1
Période de questions,0.1
Curieux Bégin,0
Sports 30 24h-6h,0.3
Sports 30 6h-13h30,0.3
Golf PGA - R,0.7
Golf : Au 19e,0.1
Hockey Championnat Mondial de l'IIHF,0.2
Sports 30 6h-13h30,1.8
Martin Horik Octane R,1.8
Hockey Championnat Mondial de l'IIHF,4.4
Le Sport en toute liberté,0.6
Le 5 à 7,0.5
Hockey 360,0.7
L'Antichambre,0.7
30 Images/Seconde Prime,0.1
Basketball de la NBA éliminatoires,0.8
Sports 30 18h-24h,0.6
Sports 30 18h-24h,2.2
Tennis ATP Tour - R,0.7
Buzz,5.6
Buzz,5.6
Coup de foudre,4.7
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,0
Coup de foudre,0
Coup de foudre,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,0.1
CinéPlus,4.4
Scream Queens: terreur sur le campus,1.8
Scream Queens: terreur sur le campus,0.7
Buzz,0.7
Buzz,0.7
CinéPlus,4.4
Buzz,1.3
Buzz,1.3
Marvel: agent Carter,0.7
CinéPlus,1.4
Buzz,0.8
Buzz,5.6
Marvel: agent Carter,0.1
Le bachelor - Nouvelle-Zélande,0.7
ROTATION COMP2 5A-5A,0.3
ROTATION COMP3 2A-2A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,0.3
ROTATION COMP1 5A-3A,2.2
MATIN 5AM-12P,0.8
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,2.2
APRES-MIDI 12P-7P,0.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,2.2
SOIREE1 7P-1A,2.2
L'Antichambre,0.8
Le 5 à 7,1.3
Hockey 360,0.6
L'Antichambre,0.8
Hockey 360,0.6
Auto drag de rue,2.7
Hockey 360,0.6
Auto drag de rue,2.7
Tennis ATP Tour,0.5
Golf: Au 19e,0.2
Documentaire,0.2
Tennis ATP Tour,0.6
Soccer En route vers ...,1.9
Cyclisme UCI - R,1.2
Baseball MLB,2.9
Sports 30 18h-24h,1.3
Sports 30 18h-24h,0.8
Documentaire,0.9
Martin Horik Octane,3.1
Le 5 à 7,1.3
Hockey 360,0.6
TVA NOUVELLES (22h),7.2
LE QUÉBEC MATIN,15.5
MARIO DUMONT,4.1
TVA NOUVELLES (12h - LV),7.1
100% NOUVELLES,8
LA JOUTE,5.5
TVA NOUVELLES (17h),5.3
TVA NOUVELLES (18h - LV),1.8
TVA NOUVELLES (18h - LV),5.3
DENIS LÉVESQUE,4.7
LCN/MAINTENANT,4.8
LCN/MAINTENANT,4.8
DENIS LÉVESQUE,4.7
TVA NOUVELLES (22h),1.7
MARIO DUMONT,0.7
LA JOUTE,1
TVA NOUVELLES (22h),0.3
Clem,7
Aujourd'hui,6.4
Complément de programme,4.5
Questions pour un champion,1.5
Tout le monde veut prendre sa place,11.6
Un si grand soleil,11.6
Plus belle la vie,5.1
TV5 le journal,5.1
Une brique dans le ventre,5.1
Une saison au zoo,2.7
Télématin,1.6
Journal Belge,0.4
À bon entendeur,0.6
La librairie francophone,3.7
Profilage,2.4
Ça commence aujourd'hui,9
64' Le monde en Français,3.4
Clem,2
Documentaire conso,1.2
Complément de programme,3.8
Journal Suisse,0.7
Des chiffres et des lettres,0.7
Un si grand soleil,0.9
Plus belle la vie,0.9
Tout le monde veut prendre sa place,0.1
Questions pour un champion,5.1
Journal de France 2,5.2
Complément de programme,5.1
Des camions et des hommes,5.1
Envoyé spécial,14.3
Aujourd'hui,6.7
Caméléon,1.2
TV5 le journal,2.2
C à dire?!,7.2
Journal Afrique,7.5
C à vous,7.5
Clem,7
Des idées de grandeur dans ma cour,2.5
Projection Privée,3.4
Généalogie V.I.P.,2.7
Me connais-tu?,3.4
Maison jackpot,3.4
Bye-Bye Maison!,2.7
Propriétaire et prospère au chalet,3.4
C'est quoi ton plan? (M),2.7
C'est quoi ton plan? (M),2
C'est quoi ton plan? (M),2
C'est quoi ton plan? (M),2
Flashpoint,2.4
Donnez au suivant,1
Dans les coulisses des urgences,1
Généalogie V.I.P.,2.6
Vendre ou rénover au Québec,2.9
Mon cinéma,3
Des idées de grandeur dans ma cour,4
Propriétaire et prospère au chalet,2.4
Mères à boutte,2.3
Mères à boutte,2.3
Dans les coulisses des urgences,2.4
Donnez au suivant,0.6
Les gratteux,2.4
Projection Privée,1.6
Généalogie V.I.P.,1.6
Design V.I.P. (M),1.6
Design V.I.P. (M),1.4
Design V.I.P. (M),1.4
Design V.I.P. (M),1.4
Flashpoint,1.1
Mon cinéma,3.4
La mer noire,0.6
Trésors vus du ciel (2 & 3),1.7
Benoit à la plage (2),1.3
Hôtel Inspector,1.3
HÔTEL DE LUXE,0
Top 10 insolite,0
MARATON MAN,0.1
Le Voyageur assoiffé,0.8
Pékin Express (11 ),0.8
PARCS AQUATIQUES DE L' EXTRÊME,0.5
PARCS AQUATIQUES DE L' EXTRÊME (2),0.5
Les Vacances de Monsieur Bruno (2),0
Lydiane autour du monde,0.1
Un couple contre la nature (2),0.1
"Josh Gates, traqueur de mystères (3)",0.1
Regarde le monde,0.5
Des routes et nous au Québec (2),0.3
Bienvenue au camping,2.7
Tout un festival,0.1
CHILLER AVEC FÉLIPÉ AU QUÉBEC,2.7
DIRECTION LA MER,0.3
Des trains pas comme les autres (8),0.3
Avec ou sans cash (2),0.4
Hôtels eXtrêmes,1.9
MARATON MAN,0.3
Pawn Stars: prêteurs sur gages,2.6
Pawn Stars: prêteurs sur gages,2.6
"Moyen Âge, Québec",2.8
Alaska: haute tension,4.1
Les montagnards,4.1
Les montagnards,1.9
Les montagnards,1.9
Les a$ de la brocante,1.9
Les a$ de la brocante,1.1
Les a$ de la brocante,0.5
Les a$ de la brocante,2
Pawn Stars: prêteurs sur gages,1.9
Pawn Stars: prêteurs sur gages,1.9
Pawn Stars: prêteurs sur gages,1.9
Pawn Stars: prêteurs sur gages,1.9
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Révoltes barbares,1.4
De l'acier et du feu,1.9
De l'acier et du feu,1.9
De l'acier et du feu,1.9
Fais un homme de toi,1.2
L’Amérique de Michel Barrette,3
Légendes de la route,1.2
Légendes de la route,1.2
"Magasin général, Le",1.2
"Magasin général, Le",1.2
CinéMAX,0.6
SQ,0
SQ,2.2
SQ,6.5
Un souper presque parfait,6.5
Un souper presque parfait,6.5
Un souper presque parfait,6.5
Un souper presque parfait,1
Un souper presque parfait,1
CinéMAX,1.4
X-Files: aux frontières du réel,1
La loi et l'ordre: crimes sexuels,1.3
Chicago Med,0.1
Chicago Med,0.1
Chicago Med,0.2
Chicago Med,0.2
Chicago Med,0.2
La loi et l'ordre: crimes sexuels,1.1
Dr House,0.2
Le mentaliste,0.2
X-Files: aux frontières du réel,1.4
Black Sails,0.1
Chicago Justice,1.6
Dr House,0.1
X-Files: aux frontières du réel,1.5
Black Sails,0.5
Téléjournal 02h sem,2.2
Téléjournal 02h30 sm,2.2
Téléjournal nuit sem,2.2
Téléjournal nuit sem,2.2
Téléjournal 04h00 sem,2.2
Téléjournal 04h30 sem,0.7
RDI matin 05h00 sem,0.7
RDI matin 05h30 sem,0.7
RDI matin 06h00 sem,1.2
RDI matin 06h30 sem,1.2
RDI matin 07h00 sem,1.2
RDI matin 07h30 sem,0.1
RDI matin 08h00 sem,0.1
RDI matin 08h30 sem,0.1
RDI matin 09h00 sem,0.1
L'info 09h30 sem,0.1
L'info 10h00 sem,0.2
SP Règlement sur les chiens dangereux,1.8
L'info 10h00 sem,0.2
SP Pér quest Ass nat,0.1
L'info 10h30 sem,0.2
L'info 11h00 sem,0.1
Isabelle Richer,0.1
Téléjournal midi,1.8
Les ex 12h30,0.3
L'info 13h30 sem,1.1
L'info 14h00 sem,1.1
SP Conseil des ministres à Québec,1.8
L'info 14h30 sem,0.4
L'info 15h00 sem,0.4
SP Négociations Canada/États-Unis sur les tarifs,0.6
L'info 15h00 sem,0.4
L'info 15h30 sem,0.7
Mordus de politique,0.3
En direct avec Patrice Roy,0.7
"National, Le",1.4
RDI économie 18h30,1.4
24 heures en 60 min,1.3
Grands reportages,0.7
Téléjournal 21h sem,0.9
Téléjournal 21h30 sm,0.6
Mordus de politique,0.3
"National, Le",0
"National, Le",2.2
24 heures en 60 min,1.5
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
